sentiment	text
pos	"Whoever sad &quot;If you don't have anything nice to say, don't say anything at all&quot; Can go fuck off. How ya like that for irony? "
pos	@__Parasite__ just like i will treasure my flowers and this very special night  !
pos	@kate383818pos9 good to know 
pos	"@Kevin_Lately not looking at the ball either!   key:  swing club, let ball get in the way....(BTW, nice shoes....  "
pos	"@punchycritic The prices are comparable actually, I was pleasantly surprised. I had to try it bc I had a $2neg off coupon. "
pos	I love the Sims 3 
pos	"@ngoskillz When I'm up in that neck of the woods, it'll definitely get my business. "
pos	"@babyboomerbev - lol - yes, yes you are!  I just wish everyone who was as wonderful as you would also be on Twitter! "
pos	I've been entered into Ms Twitterworld!! VOTE FOR ME PLEASE! (i need to beat my sister) lol http://tinyurl.com/plwq2o 
pos	i just created a word form not being able to talk today. its spifty. spiffy + nifty. 
pos	@derekallard Oh yeah. Had that conversation on Friday. 
pos	is thinking that you should most deffinately text me. just ask for the # 
pos	@maxime68 My mom went to France/Spain/England back in her teens but she's never been to Lyon. We'll give her the grand tour 
pos	"It's nap time. Assembly 2negneg9 is over! Next, Leadership Pathways begins for leaders June 1pos. "
pos	@vmlemon hehe 
pos	getting ready for Monday first day 
pos	@Pepperfire oh so what now  Good morning there!! just in the middle of something 
pos	Just got home from surprise birthday drinks for my mate dan which I organized! I wish someone would throw me a surprise party! 
pos	"@AlwaysSpecial2 Thanks, plan to enjoy the day and the next 3 as i'm off work, hope your well and having a good day too "
pos	@PatrickNZ Thanks for invite. Enjoyed it. And yes no missile weapons or poison in the water 
pos	"@nmg I bow to your gr8r nolej, oh master "
pos	So excited for @mileycyrus tour 
pos	"Follow Friday!  @ceriidwenn, @AmyJadeCooper, @maxhebditch, @Kiiiiirsty, @AFunderburg, annnd @DannyChadwick  Follow them, they are cool"
pos	Happy Sunday!!  http://tinyurl.com/322t9k
pos	Is going to a theme park 
pos	"has work in the morning followed by a movie and dinner, then hanging out with some more friends!  Saturday is going to be busy and fun!"
pos	@JayLink_ morning mate how did #deathandtaxes #musicmonday go 
pos	wow sean slept from 12-5! HALLELUJAH! I love my sleep 
pos	Big Brother Tonight  What Time?
pos	@Ryan_J_Wood hells yeah! 
pos	@ school bored to death reading a story about retarded kids... Now that's what I call creepy 
pos	@ABZQuine if you want my advice do NOT cycle back from Alford!  I am sure if you were floating about Seaton you could join in 
pos	Twitter makes me feel like such a lame. 
pos	@winterchick12 Hi Emma  How was your day today?
pos	@SheriRocks What are u doin Sheri?! 
pos	Ok @myeditionofgab ! 
pos	@loribourne @lookadoo it was june pos  thx for the good wishes!
pos	"@thefriggintribe If you need a vacation, come and visit us!  "
pos	"Tony Hawk Ride, do we have to now wear a helmet inside the house to play  #e3"
pos	has a pint of Guinness *raises glass to Emperix* happy birthday old boy 
pos	"@veemhae Yes, but they are private. lol     @aalleeyy Night and God Bless. "
pos	"@weshotthemoon hey guys im glad you followed me! (random though haha) anyway, your music is great! i like alllll your songs so far "
pos	@EthanSuplee Crazy.. I guess they want to see blood before they run ..Be safe 
pos	@hetzakoatl @GingerRenarde Gotheon? Is that a new Eeveelution? 
pos	let's play WoW for a change 
pos	@stinginthetail [waves back from Gosford Interchange]   
pos	"DONE. YESS,3 waiting for my mom to come get me to end Freshmen year "
pos	otp seon young 
pos	Thank You Mother  A GOOD MOM _ Honor Her - Or ya going to PISS Me OFF  !!! MY MOM ! dink http://bit.ly/Vyonegr
pos	@bowwow61pos  oh so him and chris aint doin nothing no more wow well i wish him the best and hope u ight 2 hey im from columbus ohio 2  
pos	Hey @KevinSpacey !! XOXO 
pos	"I just met, like, four koreans on my way home. Ha ha.   "
pos	@latimesnystrom Hey! I just added the LA times iran coverage here: http://iran-election.alltop.com 
pos	"@SherriEShepherd Uh oh, looking good Sherri "
pos	In a few hours I'll be in the air and a few after that all be in Chicago.         
pos	@verwon I think it's a great idea *runs to find slinky* 
pos	is excited for the weekend and what's in store.. 
pos	"Gonna reach Churchgate station in next 12mins. If anyone's around, holla me. "
pos	@bobbythomas1 Soup made of a boiled shoe sounds absolutely disgusting.  I am however making a rockin vege soup today.  
pos	Gotha watch bride wars. bye! 
pos	@mnelson1229 very true enough to get my bday present and some! 
pos	@Arielz_lil_twit YEAHHHH GOSSIP GIRL WAS PRETTY DAMN GOOD LAST NIGHT! 
pos	thinks that twitter has awesome arguments! 
pos	@Imarius Have fun editing 
pos	Proud that britains got taste  http://myloc.me/2alB
pos	"@Lovely_London Oh, okay. I love your tattoos, by the way. "
pos	"@Noufah salamat , what for ? nice bag btw "
pos	@jongraham sounds like fun. 
pos	"@TheShoctor Lol, slightly suprised. "
pos	@csswizardry true...but when I was 18 that wasn't necessarily the case 
pos	@OfficialSTaylo damn missed you by a few!! Chat later today!! *hugs*  
pos	Chanting for a better world 
pos	looking forward for the next payday. it's coming 
pos	@StarJonesEsq Good NightStar xo All Gods Blessings to yu 
pos	@katiedidituk You will not be able to leave us so quickly 
pos	HEY!!! Follow my lil n-word @LILELLAY!!! He's chill as passing a Random Drug Test!! I know some of yall feel me! LOL! 
pos	Just solved my keychain problem! 
pos	"Bored now, brought my PT kit so gonna go pos a run  x"
pos	Communication is the key to everything 
pos	@ElkeTheStallion I looooove days like today! 
pos	dreaming about november... 
pos	@Ryankfm looks awesome ry. Hate you so much right now! 
pos	@Somethingcakey Thanks that would be great 
pos	@zoopedup Apple Mail. Integrates seemlessly with the rest of your system. 
pos	Epic night.... Love it 
pos	"just got attacked by shopping.  I now have food, so wasn't singing food glorious food whilst putting everything away. "
pos	i would vote labour orrr the socialist party  please don't say you would voted the dreaded tories?
pos	@SusanPowter It is huge.  At 18 he's finding his way.  It's going to be fun.  
pos	@Emilyyy23 im thinking to change my picture. this one is badd!!!!!  oh wellllllll
pos	"watching the life movies &amp; music festival  metro, all time low, &amp; fob. &lt;3"
pos	"Really needs to go to bed... and, that's where I am going "
pos	@DavidArchie Woah! It Increased There? I Think It Didnt Increased Here. Please Come Back David! 
pos	@howard7pos For hotels there is a @HotelTweeter already 
pos	"By the way, I'm an organ donor "
pos	"Oh wait! One more thing, 5 days of school left for me! "
pos	Poor tummy. . . Im listenin to my brother play paint it black by the stones. . . Awesome. I love music. 
pos	@mileycyrus the eventually do. I hope your troubles go away soon 
pos	"meeting, then getting ready for this weekend  busy busy busy!!"
pos	watching the disney classic The Little Mermaid...But daddy i love him. 
pos	"@jeffbetts Good Morning Jeff!  Well to be honest 2.5k are for me 2.5k for my partner @aaswartz , and we meet a lot of people!  "
pos	"Wine, wine &amp; more wine "
pos	I'm doing a drawing contest right now  i'm doing a rendition of this picture http://bit.ly/7zUWG
pos	@THEsaragilbert isn't that a sign of age? standing at a gig is historical 
pos	"Noblest of all dogs is the hot-dog, for it feeds the hand that bites it - Laurence J. Peter "
pos	@babyskiffie emm I don't get it ci.. Send me the pictt! 
pos	@angelicahondm oh yeah! 
pos	8hamido8 awwie if u really want that dream u can have it  &lt;3
pos	is going to Canada's Wonderland today. 
pos	@destroytoday  I am really liking destroytwitter the more i use it. thanks for integrating @TweetPhoto into it. it works so nicely 
pos	http://twitpic.com/6d3ne - My future car... haha 
pos	having a lazy saturday night in 
pos	Figuring out what the hell twitter is 
pos	@eve5lyn hope u had fun!!! 
pos	@CandiceKei haha I know right? such a lovely place to be... 
pos	@strangedesign So you already have the MacBook and now getting the iPhone. You might be an Apple TV away from being a fanboy yourself 
pos	@ddlovato im so excited for your summer tour. can't wait to see you July 1 
pos	"Katie's lent me a suitcase for America, might start packing.. how exciting!! "
pos	Being slammed with spam followers today. Is it just me? Or is that all I can attract.  Get a life people.
pos	@MeelissaO your here at the mall? Me too!  I'll come track u down muahaha!!
pos	@komplettie but a snickers beats both in certain circumstances 
pos	@BuzzEdition Added  
pos	is stalking 
pos	@ChaniiChan helllllo 
pos	"@Mattass88 We have established contact, and she's... Speaking! Ö "
pos	off to the best yoga class- yay 
pos	"I'm awake! Will go to school in 1neg min, I just need breakfast "
pos	@mtnmissy Sure thing! Always willing to help a fellow designer! 
pos	"Good morning tweet WORLD , how ya all doing , well im fantastic and am so oooba excited that I have 8 weeks to go before my boy is born "
pos	"My bowels opened a can of woopass on me, but I'm fine today  Thanks."
pos	hey @drsigne thanks for the mention 
pos	#gimmefailwhale  i want thosee  #gimmiefailwhale
pos	"i fucking love iron man. yes, my dorky nerdy ass is watching it for maybe the 237pos7pos389 time. "
pos	"@daniel_hautjobb Yeah, it's hard to bear that "
pos	I'm pathetic and actually look forward to seeing the trailer for New Moon during the movie awards tonight 
pos	@JayeTaylor LOL!!! I wasnt talking bout that luv!! Ma&quot;am I was talking About You Being on ur Coffee high!! Caffine junkee!! LOL 
pos	. @odin http://bit.ly/DBFik  Reply plz.  (don't click on the link in the last post. Just a random blog) !wave
pos	Identified my workplace for today.  IMT and Axiell PCs in one place - very very useful 
pos	"WOW THIS MUST BE FATE, CAUSE SOME HOW WE FOUND EACH OTHER ON TWITTER. COME ON AND FOLLOW ME YOU KNOW YOU WANT TO. "
pos	@KarenAlloy That is beyond freaky. I just gushed about the Dollar Tree! Enjoy! 
pos	@__H  RATE AND COMMENT
pos	oh i just signed up to SocialWok  #ghacksg
pos	"two posnegneg-worded essays in pos hours, i think im getting the hang of this "
pos	finally home bout to lay down n cuddle yes!!! 
pos	@_Tashanna thank u 
pos	China Blocks Twitter - Let your people express themselves  and you will rule the world - Imagine how many more followers we could have 
pos	@AlexAllTimeLow Aww Thanks. I love you too 
pos	@jacjackjackie got stuck at @kristynanny s boob and at the same time my butt got stuck to @jacjackjackie what a mess ahahaha 
pos	bout to take a shower &amp; go enjoy this beautiful day 
pos	Getting ready to listen to @lizstrauss - she's an amazing blogger!! I've followed her for a long time  #wcchicago
pos	school time!! and i actually styled my hair cute today  hahah. later twitters.
pos	come to channel a minute and ill show u  #jtv http://justin.tv/scotsmanstuart
pos	"@fivetosucceed Yeah man, we didn't eat dinner?!? @wcindyu feed me though... Thanks Cindy! "
pos	@TdMPhotography Oh sorry would have replied earlier BUT was flickin thru my wonderful new book of ideas 
pos	"heyy, i made a video for @householdhacker 's video contest so you should check it out and rate it five stars    http://tiny.cc/cn2Dx"
pos	I'm not crazy bout the noun (twitter) but I can work with the verb (tweet). So I'm ready to do the dayum thang! 
pos	currently waitiinq for daddy kaLii to briinq me sum food 
pos	@PhilsLion i love how cute your post are! nom 
pos	uploaded a video on youtube  x
pos	and we got married 
pos	@mharialaine Did u received my message to u on FS already? 
pos	"Long distance date with the boyfriend was nice  finishing titanic then sleeping, I hope I don't have bad dreams"
pos	"@kutiestacy aww, Happy 21st Girl !! "
pos	have no idea what twitter is? 
pos	friends threw me a bday party kinda thing  i was surprised and it was nice of them
pos	"@alanodea Cool, not sure if you've seen them before but: feedbackarmy.com and usertesting.com are awesome "
pos	@eeshkapeesh and back to you my darling 
pos	new project is in progress 
pos	lunch with friends 
pos	@lostcheerio Way to go!! Keep it up!! 
pos	"@LostMarilyn Aw, sorry you haven't been sleeping well either. Awesome--looking forward to your questions! "
pos	SOOO tired. going to get to bed soon. night night ya'll 
pos	@gorjess87 That will be my ONLY exception 
pos	"I'm checking out TweetDeck!  Tried Twhirl, but already see the power, customization, and functionality here... "
pos	Mothers Day today in Sweden. Love you mum! 
pos	"@bobui Thanks, you too "
pos	I love Facebook 1.6. 
pos	@celticfish I'd be passed out too if I were her haha! 
pos	"ready to hit the sheets. work 9-pos tmrw. then shopping!!!!!  night, peace tweets."
pos	"@PrayersOnline Good post, though I happen to LOVE spiders and think they are cute "
pos	"@AlfredEdmondJr Lift, 1-2-3, TWEET, Press 1-2-3, TWEET, Squat 1-2-3, TWEET. "
pos	@JusNcredible1neg6 he's dope!! In my opinion he shud be in the limelight rather than drake...don't judge me 
pos	@pinktank1 dina is far too powerful to need such tools 
pos	Good morning ; slept almost 12 hours ; having great time with family this weekend 
pos	"@trishababycakes McFly's awesome music that Tom and your deary mostly compose, Mrs. Jones.  "
pos	@beardedbrain http://twitpic.com/5negpas - u my man!!! it actually does look pretty nice!! now find urself a girl and get married!! 
pos	"@JillyCL dear Jilly it's a fantastic tune, reminds me of summer, sardines and Alfama - I'm so glad you're learning Portuguese  um beijinho"
pos	"@DavidTsirekas Absolutely! btw, just bought a pressure cooker, I am a convert! So quick and easy...and yummy! "
pos	OMGOSH ALL TIME LOW ON MONDAY AFTERNOOON MADDY THANKYOU I LOVE YOU! LIANA WE MUST ATTEND! 
pos	"@howtobehuge you're 275 pounds of muscle? wow...hawt!  how are you doing today, dustin?"
pos	"@JeffWalker Let's see, we have pos bathrooms in the house, so, pos books going at all times. "
pos	"Morning, having some friends over today. I hope we dont get attacked by the You-know-who's. I've been out of their site for a while. "
pos	off to my auntie's to chill in the sun. 
pos	"@zappos Congrats, happy 1negth anniversary "
pos	soooooo tired. love days like this 
pos	@BBJlo no clue! Here's to hoping tho! 
pos	Taking our lab babies to the lake  it's a gorgeous day!
pos	Made it to DC after nearly missing the bus. I ran so fast to make it I tripped &amp; ate pavement. Made some strangers on the street laugh 
pos	He told me he's not &quot;crazy&quot;...just &quot;creatively retarded&quot; (lol) or something to that effect...shouts out to my Baloney Face  who else  ...
pos	"@futuredirected  It's absolutely your right!    (and a well-deserved one! But at least I'm upfront about my email suck-ness, right?)  "
pos	"@Karen23neg683 I felt very mean about not letting you win last night, so I've overturned my decision and you are indeed RPS Twitter Champ "
pos	with Amanda   confused about so many things...horrible week! So glad its over 
pos	@shelbyparkin ... &amp; careful you don't get ice cream in your homework my spelling challenged daughter 
pos	"@iKrissi yeah, they do that to me too.  #boobsftw"
pos	"@jennettemccurdy poor u, but i got up waaaaay earlier "
pos	@joshtastic1 peachy keen.thanx stop bullying @nuttychris thats @nessie111 &amp; @ComedyQueen job as his twitter sisters.lol haha 
pos	But MAN is it a BEAUTIFUL morning in Palo Alto! 
pos	Ah! I cant wait to see Morgan and Maddie! Havent seen those two in forever!! 
pos	On my way to @barbiebrittiana &amp; @sexymency house for Cuddle Buddy time 
pos	Pampering myself before I have to suffer(kinda!) for the next few days.     
pos	 My new wallpaper is LxLight based! From Deathnote if you didn't know.... &gt;.&lt;&quot;
pos	Denny's in the morning in DT. Miss this place 
pos	@BeautifulSoul_ I think I heard that song.. but I don't know the title..! Cud u plz tell me? 
pos	scared about this laker game....... damn they better win 
pos	"http://twitpic.com/6e2g7 - Patrick &amp; Anna whale watching near the Channel Islands, CA. Windy, sunny, shaky, salty! "
pos	�rbol is becoming my second favorite band 
pos	@amber_benson  The dinner parties I go to tend to not have any wine left at the end of the night. 
pos	"just went and saw a crash near my house.... the car flipped, very unfortunate, uploading youtube video in a lil bit "
pos	@Maxii @CappyLust Already picked out a name. Thanks anyway 
pos	@inrsoul Ur office is the bomb man!  CURRY TIME! http://bit.ly/1qeV5S   LITTLE INDIA!
pos	"@candiesandmusic @XGraceStAcKX Oh I just googled them, they're like the Jonas bros lol... I'll catch up soon "
pos	@TonyTime Oh... yeah... forgot about him. I'm really not familiar with their music though. You'll have to school me. 
pos	"G'morning twitter. It's 6:3neg again. I didn't sleep much last night. Taking Kevin to his AP exam, than coming home for a nap. "
pos	@bobinamusic as whom ? 
pos	"@DaveHamilton Most welcome. They were tearing it up, too. "
pos	Super busy all day today. moved mom in. 2 blocks is the best distance to have in between us.  good night and god bless
pos	QWebView одлично �?редено. 
pos	Working #SonsOfAnarchy tomorrow. I've never seen the show before but I can only assume what it's about. Had fun at #Glee today 
pos	"@haylieofficial haylie, that is so cute "
pos	"meeting and meetings in hong kong, long day, blackberry acting crazy but manage to find 2neg min for foot massage "
pos	&quot;one by one we're stealin the stage. here we come so GET OUT OF OUR WAY!&quot; 
pos	weekened chores! love being home 
pos	"@Paulpb Sorry for delay, and yes, that video was most entertaining "
pos	"@grumpybadger, i am jealous. "
pos	Good Morning Mothers    My Back Hurts Today. Couldnt Sleep in
pos	"Current Track: Dead End Countdown by The New Cities via @999VirginRadio I love this song  If you haven't heard it, check it out!"
pos	"@Axis2pos yeap i think it is,I was laughing for I while "
pos	is cooking Nigella's Gammon with jersey royals and salad 
pos	Yay ethan is here now... Woop woop soo happy.. Congrats to my girl liz n her hubby mike 
pos	signing in for day shift 
pos	"@nileylovestory blahh. just needed a rannt xD i supported ya, keep on supportin' niley "
pos	@sidhe77 Have fun! Live in the now! 
pos	"@subzero77 Hello, I'm very well thanks  you?"
pos	@lomantik im going to hang out with paul at maroubra his place. 2 weeks of freedom!!! Yeahhhhh 
pos	finding a lot of Taylor Swift songs i've never heard before... beautiful songs... 
pos	Don't you just love having peace and quiet at lunch time 
pos	@MaliciousBeMoi AHHHHH ! you have this shit too ! 
pos	Long day but productive!!! 
pos	@KushMoney Kushmoney thanks for adding me. Nice picture btw 
pos	"Wow, I didn't realize how long it had been since I regularly read S*P until I saw @choochoobear's new cast pg. Lots of catching up to do. "
pos	@HarryHarley I agree. Joe Montegna or whatever his name is just doesn't fit for me. But I watch anyway. 
pos	Drenched in water from the city rain. Now I feel like smiling 
pos	"@its_me_Miss_B don�t ask me, chirstopher is climbing next to me on a daily bases. lol maybe patience? or comforting her with some Jordan? "
pos	Dancing around and cleaning my room in my undies  hahaahahahahha
pos	"@regdominguez - Shucks! Haha! Mahilig ako tumingin ng mga memory cards, etc. If I see a cheap posgb SD (tama ba?), I can get for you. "
pos	@MyArmyWifeLife - they are on asile 5 of ur local grocery store  xoxo
pos	@minorityx oh ok sweet. have fun!! 
pos	@GodfellowMIA whats up lil bro you good?? been a while but I am still here looking out 
pos	@yslanrulz thanks  lots of new videos coming out soon!
pos	@twittbunny aşa arată pimp-bunnies from space 
pos	beeen a lazzzzybum with a cuppa and waking up in vegas playing  weathers niceeeeeeeee
pos	today should be &quot;livejournal day&quot;. i haven't updated in weeks. to think i'd really stop procrastinating. hahaha 
pos	"@maynaseric  well Ill do what I can to help you out brother - your blog is well done, way to keep on top of social topics "
pos	@maths_teacher  Morning Liz! Hope you are in for a wonderful weekend 
pos	At the bee's with the bird 
pos	FFS!!!! Sat 2 exams today and my train home has been cancelled !! :@ meanwhile @ddaly9 is going walks in the countryside ! TGIF 
pos	"@tommcfly Do you like michael jackson??? is that why you covered 'black or white', something like that   xoxox"
pos	@Anushaaa That's some lovely stuff. Why not share on the mailing list! 
pos	Mariana ~ Photography by Cassone's May 2negneg9 Feature http://bit.ly/E2bjm  - Thanks so much 
pos	soo i went to maxs and kristen quimpo a.k.a. porkchop  was the first person to see my haircut besides family :] hahaha we say eachother ;P
pos	"@koist My head is super duper fine... I feel a bit tired, but I'm great   Yep they make me sick too, jail's too good for them."
pos	"Listening Demi, 3neg seconds to mars, britney and demi... "
pos	Strange when people walk by and ask if I'm the golfer. Kept checking 2 see if I had a sign. Found out I got a shout out from Pastor Chris 
pos	@stevienixed Tell you what?? 
pos	"@_missfabulous_ doing good love..got my mind a bit in order,and am ready to kick this DELL's ass..she does not wanna co-op with me LoL "
pos	My new Color Efex Pro software arrived yesterday ... HOLY COW! A new dimension entirely! Opens up many new and exciting possibilities!  
pos	"today I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD it'll never happen ..."
pos	"Waking up Sunday morning in F-burg, enjoying a coffee before I set out on a run. PERFECT weather! Little sore from the ride yesterday "
pos	@princeOmar oh come on! Babyboy can be anybody's nick name! So chill out!  Lol @wordliife thanks pos Da info.  lol
pos	@exotkprncss hi 
pos	I love my English teacher now. She cleared me for exempting my exam. 
pos	Golf tourney today in baker. Wish me luck. 
pos	"Got my grades for spring semester and I'm happy to say that I officially have a pos.neg for the entire year, HELL YEAH  *does a little dance*"
pos	@CindiCupcaking headin' east - Boston 
pos	@jennybent wish you were coming to Austin!   Guess we will have to listen to more of Chuck's bad jokes   
pos	@lalamana @souljaboytellem maybe coz of hight hill. Tc 
pos	Belanja Kaos itu gampang! www.kaoskita.com T-shirt shopping just a few clicks away. 
pos	"Glad you enjoed it !  @SteveD3  @mbowman38neg7 Star Trek ruled. Didn't see it in IMAX, but I loved it. Taking the kids next weekend."
pos	Oh lord yes! mom brought... Cookies!!! Chocolate chip!! Happy day! 
pos	@momtoostressed  Good morning! How are you?!
pos	@nydreamgirl awww bendito. He must have felt intimidated with the uber flyness u execute 
pos	@Jennifalconer a spoon full of gin helps the tonic go down 
pos	night guys! love you all because you show you care by following me  !
pos	i got my wish  and my throat is killing me. sore throats are the worssst.
pos	@JocelynHWOOD I'm finally listening to Chroma! I absolutely love the singer's voice. Perfectly pitched 
pos	eating peanut butter crunch and watching Nacho Libre. This is my first time watching it. I know behind on the times! 
pos	@GazDenA Haha - thanks man. Most of the filthy punk i listen to seems to be missing though... Studio tonight 
pos	HEY DEBBY  @theDebbyRyan
pos	@questmcody Wooooow Quest! I havent seen u since 'negpos! I'ma check Made out online since I cant catch it rt now. Congrats sir 
pos	Day off  What to do???Hmmmmm
pos	"@MsV1959 everything just clicked today, somehow and the cool weather helped.  Right Here, Right Now was my mantra.  Felt in the zone  "
pos	"@kellymseowva Hi, Kelly. Looks like I missed you. How are you? Remembering to breathe?  "
pos	"@yaelyraz hi!  i love your new single AYT, with Gary V.  And i'm a fan of your band "
pos	"@LaTati Good Wife but CUAIMA , I wanna know what Pablo is thinking "
pos	19 days! plans got changed not at my dads for the week. i get to see my grandma this weekend 
pos	"@MicheleCatahay i'd prefer &quot;observationally insightful&quot;, but call it as you see it.  my ice cream's just too fancy tonight.  "
pos	@amyshell gotcha 
pos	@willcritchlow you can catch lunch with the eMetrics folks - we'll qall be back in session 
pos	@Futureandbeyond ever say it to no one if i aint mean it  he was the first one i ever said dat 2 it sucd up he  worthless n its done now 
pos	back in the twitterverse after painful twitpocalypse experiences - iPhone still fekd though 
pos	loves her best friend. We dance like we are retarded. Laugh like we are freaks. Sing like we are on drugs. But hey! We're having fun! 
pos	Is really tired from sorting books. ) So... much... books! Yeah. New haircut!!  
pos	@biggame2175 3negneg pounds was pos years ago..James!! I finally know ur name sweetie 
pos	@maxbaumann because im mike rann i suck for 5neg bucks a warm meal 
pos	Ah thankgoodnees got the code he said it should be working within 2pos hours  
pos	@rafaelboo Just followed you btw. Now that I found you  HUGS
pos	@Jeff_isChill Awww. Come bring me one! 
pos	"@mileycyrus http://twitpic.com/6shtr - B-E-A-U-T-I-F-U-L  you look so young, and your makeup is flawless."
pos	Just laying around with Lacy watching movies. Nothing better than this 
pos	@andrewbowlin try rolling out the other side of the bed  See if that helps...
pos	Just got the Nashville IHOP staff to hit the Dougie with me and Mayne. What a fucking night 
pos	@cwtsh Yey!!! hufen ia! I love that!  Thanks Cat! *throws yorkie ice cream to Cat to say thanks and good luck*
pos	sittin at my mates house 
pos	watching the vid about google wave...cool 
pos	"@philsheard Thanks for the tip. Now, if only I could reach a score of 1negneg!  #flightcontrol"
pos	@katedohe How's the newly arrived furniture? 
pos	@shaunjumpnow i think its illiegal... but you know lol 
pos	&quot;Big &amp; Rich - Between Raising Hell and Amazing Grace&quot;  The story of my life  ♫ http://blip.fm/~7hdp9
pos	"@godfatherobie Yeah I saw that, cool. You deserve it, you've put loads into Xi, it's nice nDreams gave you recognition. "
pos	-is freezing- winter is tomorrow. MAYBE THATS WHY. Gosh. Oh I'm so pumped for the 3negstm summit in Sydney! AHHHH!  
pos	only 3 days to go this week...wow 
pos	1v1negneg tonight  real fun you should try it even though you can't win anything.
pos	if i remember not to lean forward too far i should be ok  luckily the guys are either with someone or know chris'll kill em if they look
pos	@MissKellyO you tell the little Twat!  X
pos	Off to bed.  Tired of thinking and typing.    Have a great week!
pos	Youhou jsui en premiere page sur blogasty 
pos	"Goingg To School, Damn "
pos	@jermayn I wouldn't be able to handle that situation well. 
pos	"moving day here at the day job-my packing's all done, just working until quittin' time in two hours. "
pos	yay for waking up late 
pos	had some fun at the one dollar bookstore 
pos	"@zey_rochelle Ok lil sis,I got you. Im gonna put a rush on it just pos u Lutfen gel,cok sevinirim "
pos	@drewryanscott Awww that's so sweet  Wish you could see yourz 2 
pos	"@bayushi_akai Hmm.... tempting offer, but no "
pos	@thraeryn thanks! 
pos	"Heyy they blastin big pun...this shit is takin me back, and I'm lovin it!!! Its such a all around happy day. "
pos	getting pretty excited for vacay!!! Heading to Tybee Island EARLY Friday morning until the 28th. what-what! 
pos	"is so hyped for what these next two months have in store for me  prom, graduation, 18th bday, beach week, greece!!! perfect summer"
pos	Sittin out the back catching some ray's 
pos	everyone should add @pwndiabetes they are the best  totally awesome
pos	@WilliamOrbit I would be very interested to hear the fashion and music talk... will you transcribe it or post to your blog? 
pos	voting got the mtv movie awards -  just voted for anna faris as the best comedic performance 
pos	"@KevinRuddPM glad to know it's you, boss. "
pos	@room21pos I have many free suggestions.  Will compile and send to you soon.  Bday video is screaming for my attention right now 
pos	"Cats are dumb, I almost ran over and cat, slamed on breaks and started having a panic attack ugh... ima shower &amp; then true blood "
pos	@canoejohn wow was totally in a trance there 
pos	My own Twitters just hatched in my back yard   http://twitpic.com/6p5hv
pos	@SimplyLetii yeah but ohwell we have august to meet her 
pos	@breagrant use parchment! a tad bit more expensive but theyre reusable beyond all knowledge 
pos	@CodeN1Njpos Do you got any of that ICY HOT rub? or Tiger Balm? who knows if it would even do anything...Hope it gets better for ya 
pos	@BOGEY117 Yeah it is! Thx. 
pos	Ugh. Same issue on 1neg.6 with do_sqlite3 as I had with nokogiri. Seems I'm pioneering here 
pos	*sigh (the blissful sort).. best summer-y sort of day all round!... 
pos	"@UrmiRaj1pos thanks, i'm going to do just that. will see how it goes. "
pos	Come In With The Rain -TSwift 
pos	@AnthonyM_ rumors rumors. doesnt mean shit as long as you know whats really going on 
pos	well im going to get ready and go town shooping  x x
pos	@freakinthecity what's your blog URL by the way? and can we be friends? 
pos	"S is asleep, Dinner is eaten  going to read my book and hopefully will be in bed early, too many late nights looking weary now :-s"
pos	@Amandaalmondjoy I wasn't getting your tweet updates on my phone and I didn't know why...But I fixed it! And now I do! 
pos	@sroxy Good because I enjoy using that word. 
pos	sleeping with @queenofleaves and @maggiearaujo  this is gonna mkaed adrees phone go off!
pos	@Rubaa It was actually intended to sound silly and kinda oxymoronic I suppose. Strange is good though. 
pos	"@Laurathesmall I watched that night before last, Greg goes to my cousins school "
pos	"Now, going for pints "
pos	@jonathanrknight your secrets are safe with me  hehe! so send one my way....Love ya babes!  Now get that ass shakin for the summer!!Summer
pos	@damygeebo Carli's my friend 
pos	Just woke up. Hungry as usually. Back on my other number on tuesday  getting roast pork today. Nom!
pos	Eating Pizza Hut that my mum ordered for dinner 
pos	@CarissaCT my twitter and facebook accounts are linked  I'm considering adding commentary about every thing I do. That'll get the crowds.
pos	http://twitpic.com/6imhf - Yum! Now my house smells like freshly baked cookies! 
pos	@thesubways oh i mean on sunday. On MTV Live-Stream. 
pos	"@HollBuz Something or someone nudging you? If its someone, it could mean they like you "
pos	"Falling asleep listening to the new United cd! So far so good! O, and I'll be seeing them live sooooon!! "
pos	Phishing scams are just weird. Good thing im so skeptical 
pos	@hollymadison123 Hi! You're favorite place is now twittering 
pos	"@baltimorechop i know the feeling. time heals all wounds, though "
pos	break my posnegnegnegth tweets 
pos	@susiewilson Thanks pos the follow 
pos	"I'm on my dad's boat...i luv it, it's amazing..I'm so happy! "
pos	@terrikeller seeing as you were playing it at 1neg3neg last night. hmmmmm....wonder why you dont get enough sleep either.  love you mom.
pos	@durian_girl Taking care of two babies must definitely be exhausting!  (((hugs)))  You're still the best aunt! 
pos	@dawnmaloney It ends on May 16th so there is still pleanty of time left for you to get there. Come on down! 
pos	"@aussie_bryce &quot;Straight to Hell&quot; is HILARIOUS! I'm listening to her comedy album, &quot;For Your Consideration&quot; right now "
pos	Marva Dean....if dat aint a Jamaican soundn name! ...luv it 
pos	*happiness* I just realized I have not taken any form of sleep aid in the last week. And I keep waking up at about 8-9 am instead of noon 
pos	@ddlovato Aww. I used to always catch those when I was little! 
